prod|title|author|date|review_format|stars|comments|review_ids|link_id|n_helpful
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Terrible for small apartments.
            "|Elizabeth H Anderson|June 15, 2019|Verified Purchase|3|"One big design flaw— storage/breakdown. If you live in a small space and plan on storing this gym away in a corner or a closet when it’s not in use, this product is not for you.1. The wooden bars don’t fold up. They have to be screwed together at the top and velcro-ed on the corners. Is it hard? No, but it’ll take you a good 2-3 minutes to put together and another minute to take it apart. The plastic piece at the top is horribly inefficient. If this was designed better the wood bars would puzzle piece together all on their own in a few seconds.2. So now your little angel has had some tummy time but you have guests coming over and you’d like to store it away. Once you take apart the gym and all the books and toys that go with it, what do you do with them all? There’s no bag or means by which to keep all the various parts together and prevent them from getting lost. Imagine buying a board game and not being given a container to prevent the dice and playing cards from getting lost. For example, they give you about 20 flash cards and not so much as a butterfly clip to keep them together— and there’s a lot of parts! If Lovery was smart, the mat would have a pocket on the bottom of it where you could store the instructions, flash cards, and the horribly unnecessary plastic piece that connects the wooden bars at the top. It would then come with a cloth bag where you could store the play mat (with all the additional pieces in it) and wooden bars together.3. Unrelated to small apartment living, but the “touch” section of the mat is kind of lame. The sensory materials aren’t different enough. I might sew on some felt or something fuzzy as per the suggestion of another reviewer.Conclusion: if you live in a house or a large space, or have every intention of rarely or never storing it away, this is a wonderfully well thought out mat. I just wish the designers had spent as much time considering the functionality of the package design as they did the child development piece.
            "|R1JMQDZ7YP1G6Z|AEOLJKU7DLRWIMB67VDDPVVOIH3A|0
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Purposeful Play at Any Age - So Worth the Price!
            "|GraceO|November 19, 2019|Verified Purchase|5|"Like many have already said, this is an expensive playmat! And, as others have also acknowledged, it is so worth it! I got this when my baby was only a couple of weeks old. She's our first, so I wanted to get a playmat that seemed like it would last from child to child, but would also age with my baby. This fits that want perfectly!I'm writing this review with my 9 week old in mind- just so those reading this have an age range in mind =).I started using this with my baby right from the start. So, at two weeks, I laid her in front of the black and white flash cards, and she focused on them for a minute or two at a time. With that kind of focus already, I felt like I'd purchased the perfect playmat. I also felt like I was making good use of the little waketime she had at that age.As the weeks have gone by we've added more interactions with the black and white cards. I love the instructional ring that comes with this mat! It suggested I take a card out and move it back and forth so my little one could track it. She's great at that now!Two weeks ago she started reaching for, and hitting, the black and white ball. I was amazed she could actually reach for and hit the ball! She also likes hitting the wooden grasping toy with the bell with her feet.She's just now starting to smile, coo, and yell...my husband and I can hardly get a reaction out of her, but the ball and black and white cards do! We joke that the ball is her best friend. She'll smile, yell, and talk to it!I feel like this playmat lets our baby have safe, independent, and purposeful play. She doesn't mind laying there for a good portion of her awake time because she loves interacting with the components around her. I love watching her discover the different toys and just interact with this mat!One thing that I added to my baby's playtime while on this mat is a black and white picture book. I lay her parallel to the black and white cards and then put the book on the other side. This promotes her turning her head to either side to look at the different objects! She seems to respond well to that set up and will look to her left at the cards for a minute or two and then look to her right for another couple of minutes! She's doing a great job focusing and moving those neck muscles!I don't usually right this long of a review for products I've purchased, but this playmat is so worth it!Side note: the green teething ring that comes with the Hiding and Finding section of the mat is hard to find. I did not realize I would actually have to participate in the “hiding and finding” section...I thought the teething ring just didn’t come with the mat. It did. It was just hidden in one of the green pockets...it took me like two weeks to realize it was there the whole time.
            "|R1VMXFS7N3TAVV|AH6HGF36ORR74BMYBLAVBDZSK7PQ|0
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Best playmat EVER!
            "|Nicole Gradeless|January 13, 2019|Verified Purchase|5|"This is hands down the best play gym I've tried! I love that it's not only so interactive, but so well made. I also love that it comes with the handbook for the parents to help understand their baby's milestones and developmental stages. It grows with your kiddos too! I love the tent that extend the life of the product so that it may be used in toddlerhood too. Overall, you will not be disappointed, its amazing!
            "|R1G1KUYM126PYE|AFUAVQMKWR3UXZOUQIIEZDDPA4RA|4
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Five Stars
            "|Amazon Customer|July 10, 2018|Verified Purchase|5|"Worth every penny!
            "|R1237CJZI605Q0|AEHTKMYX5ZSYGPMEI2K66SRD2GTA|7
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Very well designed and high quality play gym!
            "|E. Romey|July 15, 2018|Verified Purchase|5|"This play gym from Lovevery is amazing! My baby is only 6 weeks old but already enjoys tummy and floor time in his play gym. Every detail is so beautifully designed and better yet, developmentally stimulating! I can tell this is one baby product that we will actually use for a long time. My 3 year old loves to show the cards and toys to her brother, and she was so excited that the gym turns into a little tent. Love the included book that guides how to use the different features as baby grows. Outstanding!
            "|RJ4L61Z2L5OAX|AFXWGTOAL3ZP5R2VGM6CGGLB5PZQ|9
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Five Stars
            "|Christina|July 20, 2018|Verified Purchase|5|"My baby loves it. The quality is worth the price
            "|R2U3WBGYP6VNIK|AHYTDPWVVMTDD3YIT6UGZV2NR6GQ|7
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Baby actually played on her own
            "|PND|February 11, 2019|Verified Purchase|5|"This is the only toy that we have in which our 6 week old plays on her own for an extended amount of time. We can put her on it and she's pretty content. The setup was not very difficult. She only really uses one of the activity centers, but I'm looking forward to using the rest as she gets older. I was concerned about the price but after seeing how our baby interacts with it, it is worth every penny. Really glad that I bought this!
            "|R14QHRZ8K7EJMJ|AGFJMIWYS5V64MY3MFGWQUO4VA3Q|3
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Fell apart first wash
            "|jaime quigley|June 8, 2019|Verified Purchase|2|"My daughter has been on this play mat since she was a week old. She didn't seem to care about it until she hit 4 months and then it was her favorite place to be! I loved the suggestions for those early weeks and I love that the ant is non toxic, however as soon as I washed it, it COMPLETELY fell apart. I washed it on a hand wash cycle and let it air dry, and yet all the seams came apart. I thought I had trimmed them all and then my daughter found another and it got tangled around her. NOT OKAY. For the price of this mat it should not fall apart like that and be such a hazard. It is for babies and will need to be washed frequently
            "|RO0QKCU5KDN3Z|AHHNAPHY3EUSCF6U6KVYYTRIZ3HA|11
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Thoughtfully and beautifully designed! Perfect for those who want fewer, intentional toys!
            "|Bryan Harris|June 18, 2019|Verified Purchase|5|"I’m a first time mom to an almost 4 month old. I can’t speak to the this in comparison to other play gyms but this has been one of our favorite purchases for our baby!Some of our favorite things:1. It’s beautiful. I love that the mat is mostly gray and white and the pops of color come from the peripheral stations. It’s a nice (and calming) addition to our living room. I assume the coloring is intentional, to get the child to focus on one station at a time, rather than be overwhelmed by too much stimuli.2. It’s already provided hours of play! It’s been so fun to see our little boy progress through the different stations. When he was about 3 weeks old (maybe even younger) we put him under the black and white ball. Even at that young it totally caught his attention and he began trying to play with it. Then we moved pretty quickly to the black and white cards for tummy time. Now he’s engaging with 4/5 stations and all of the hanging toys. His favorite thing is to lay under the ball with his feet on the crinkly section to make a lot of (non-obnoxious) noise!3. The toys are velcroed on, so they can travel! What a nice perk. Plus two of the toys are teethers which is super helpful, especially now.4. We’ve had one blow out on it and it was very easy to wash and the stain came out well. I think it says a lot that I missed it while waiting for it to dry!5. It can be broken down to travel well. Obviously not a necessity but still nice!I know this is on the pricey side, but we think it is well worth it for the physical quality, intentional design, and versatility it provides! We can’t wait to transform it into a tent when our little one is old enough!
            "|R2Q4EG2CBR61V1|AEP3S4ZZQMXU2ODB4SOAN3KBQUKA|0
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Five Stars
            "|JOS|June 25, 2018|Verified Purchase|5|"This play center is amazing. Everything about it is top quality. I couldn’t be happier!
            "|R1A0K0D1RVF0QH|AFCEYMOZY6JUNWDZCZZ2HJTPUUXA|7
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Easy to assemble, fun, very useful booklet of info cards on baby dev and activities
            "|Grade2Pencil|May 1, 2019|Verified Purchase|5|"First time parent here (father). Wow, this thing is well worth the price. It ass/disembles super easy. It has lots of activities the baby (3 mo) seems to love. Best of all, it has a neat binder of cards describing age appropriate activities and baby development. My only gripe is the weird postmodern language of ""her"" instead of ""his"" as a gender neutral pronoun. Dunno why we have to change our language all the sudden, it is jarring.
            "|R1SL83MD1018ZU|AHPXTGIMJ4LWSF5A7QS5LNTSSZKA|2
The Play Gym by Lovevery; Stage-Based Developmental Activity Gym & Play Mat for Baby to Toddler|"Eat play may I’ve seen!
            "|Ash|November 17, 2018|Verified Purchase|5|"I absolutely love this play gym, and so does my 6 month old. I wish we would have gotten it months ago!
            "|RJM8GQ6UF59YN|AE7IWYFX5EJORAZDSHSIGUULCFGQ|5
